,ID,done,Name,rss,tags,region,status,notes,last_scraped,total_scraped,element_name,attribute_name,attribute_content,URL,Projects
161,81225,done,Sasol,,,,,,,,,,,http://influencemap.org/company/Sasol-901b3e373efd487e596441367fe72a2c,Climate Change
162,81226,done,Sempra Energy,https://sempra.mediaroom.com/index.php?s=19080&pagetemplate=rss,,,,,,,div,id,wd_printable_content,http://influencemap.org/company/Sempra-Energy,Climate Change
163,81227,done,Southern Company,,,,,,,,,,,http://influencemap.org/company/Southern-Company,Climate Change
164,81228,done,Syngenta,,,,,,,,,,,http://influencemap.org/company/Syngenta-54d84c6f81e81973efb1a4b2c435aa12,Climate Change
165,81229,done,Vale,,,,,,,,,,,http://influencemap.org/company/Vale-e29ba1cc59a5d66cf188ef3b8794e305,"Climate Change, Shipping Sector Analysis"
166,81230,done,Capital Power Corporation,,,,,,,,,,,http://influencemap.org/company/Capital-Power-Corporation,Climate Change
167,81231,done,Cenovus Energy,,,,,,,,,,,http://influencemap.org/company/Cenovus-Energy,Climate Change
168,81232,done,Encana Corporation,,,,,,,,,,,http://influencemap.org/company/Encana-Corporation,Climate Change
169,81233,done,Husky Energy,,,,,,,,,,,http://influencemap.org/company/Husky-Energy,Climate Change
170,81234,done,Imperial Oil Limited,,,,,,,,,,,http://influencemap.org/company/Imperial-Oil-Limited,Climate Change
171,81235,done,TC Energy,,,,,,,,,,,http://influencemap.org/company/TransCanada-Corporation,Climate Change
172,81236,done,Apache Corp,,,,,,,,,,,http://influencemap.org/company/Apache-Corp,Climate Change
173,81237,done,EOG Resources,,,,,,,,,,,http://influencemap.org/company/EOG-Resources,Climate Change
174,81238,done,Hess Corporation,https://investors.hess.com/rss/news-releases.xml,,,,,,,div,class,node__content,http://influencemap.org/company/Hess-Corporation,Climate Change
175,81239,done,Marathon Petroleum,https://ir.marathonpetroleum.com/rss/pressrelease.aspx,,,,,,,div,class,module_body,http://influencemap.org/company/Marathon-Oil,Climate Change
176,81240,done,AGL Energy,,,,,,,,,,,http://influencemap.org/company/AGL-Energy,Climate Change
177,81241,done,Origin Energy,,,,,,,,,,,http://influencemap.org/company/Origin-Energy,Climate Change
178,81242,done,Oil Search,,,,,,,,,,,http://influencemap.org/company/Oil-Search,Climate Change
179,81243,done,Santos,,,,,,,,,,,http://influencemap.org/company/Santos-1a1fb152d93c9e34c7b741b97e6d6d1c,Climate Change
180,81244,done,Wesfarmers,,,,,,,,,,,http://influencemap.org/company/Wesfarmers-2a22874616b0b85b94728d0bd289f956,Climate Change
181,87085,done,Groupe PSA,,,,,,,,,,,http://influencemap.org/company/PSA-Peugeot-Citroen,"Climate Change, NOX"
182,87183,done,Fiat Chrysler Automobiles,,,,,,,,,,,http://influencemap.org/company/Fiat-Chrysler-Automobiles,"Climate Change, NOX"
183,89432,done,Teck Resources Limited,,,,,,,,,,,http://influencemap.org/company/Teck-Resources-Limited,Climate Change
184,89529,done,Anglo American,,,,,,,,,,,http://influencemap.org/company/Anglo-American,Climate Change
185,89717,done,Antofagasta,,,,,,,,,,,http://influencemap.org/company/Antofagasta,Climate Change
186,89718,done,Freeport-McMoRan,https://investors.fcx.com/rss/pressrelease.aspx,,,,,,,div,class,module_container module_container--inner clearfix,http://influencemap.org/company/Freeport-McMoRan,Climate Change
187,89719,done,First Quantum Minerals,https://www.first-quantum.com/rss/PressRelease.aspx?LanguageId=1,,,,,,,div,class,module_body clearfix,http://influencemap.org/company/First-Quantum-Minerals,Climate Change
188,89720,done,Vedanta Resources,,,,,,,,,,,http://influencemap.org/company/Vedanta-Resources,Climate Change
189,89721,done,Sumitomo Metal Mining,https://www.smm.co.jp/E/news/rss.xml,,,,,,,div,id,Contents,http://influencemap.org/company/Sumitomo-Metal-Mining,Climate Change
190,96478,done,Tesla,https://www.tesla.com/blog/feed,,,,,,,div,class,left-column,http://influencemap.org/company/Telsa-Motors,"Climate Change, NOX"
191,97907,done,Woodside,,,,,,,,,,,http://influencemap.org/company/Woodside-Petroleum,Climate Change
192,127260,done,Equinor (formerly Statoil),https://www.equinor.com/services/wcwfeed?lang=en&feedtype=news,,,,,,,div,class,news-page article,http://influencemap.org/company/Statoil-52dcf7a991209e6d453f4c7dec385d24,"Climate Change, Oil and Gas Sector Analysis"
193,166936,done,Tata Motors,,,,,,,,,,,http://influencemap.org/company/Tata-Motors,Climate Change
194,167112,done,Mazda,https://newsroom.mazda.com/en/rss/publicity.xml,,,,,,,div,class,c-container c-article,http://influencemap.org/company/Mazda-3b328602d0ed716727568a2618704bb2,"Climate Change, Energy Strategy"
195,167288,done,Suzuki,,,,,,,,,,,http://influencemap.org/company/Suzuki-a460b07424a3f6c4426ecb41c2b12ed5,"Climate Change, Energy Strategy"
196,169580,done,Akcansa,,,,,,,,,,,http://influencemap.org/company/Akcansa-Cimento-sanayi-ve-ticaret-a-s,Climate Change
197,169678,done,Buzzi Unicem,,,,,,,,,,,http://influencemap.org/company/Buzzi-Unicem,"Climate Change, Cement Sector Analysis"
198,169776,done,Cementos Argos SA,,,,,,,,,,,http://influencemap.org/company/Cementos-Argos-SA,Climate Change
199,169874,done,Cemex,,,,,,,,,,,http://influencemap.org/company/Cemex-1aabf6ff124b549d4b8826e58c89e4d5,"Climate Change, Cement Sector Analysis"
200,169972,done,Cementir Holding S.p.A,,,,,,,,,,,http://influencemap.org/company/Cemntir-Holding-SpA,Climate Change
201,170070,done,CRH plc,,,,,,,,,,,http://influencemap.org/company/CRH-Plc,"Climate Change, Cement Sector Analysis"
202,170168,done,HeidelbergCement,https://www.heidelbergcement.com/en/rss/press-release,,,,,,,section,class,section-content,http://influencemap.org/company/Heidelberg-Cement,"Climate Change, Cement Sector Analysis"
203,170266,done,Italcementi,,,,,,,,,,,http://influencemap.org/company/Italcementi-e6bdb5f71355e7e3671a65d4a8776544,"Climate Change, Cement Sector Analysis"
204,170364,done,PPC Ltd,,,,,,,,,,,http://influencemap.org/company/PPC-Ltd,Climate Change
205,170462,done,Shree Cement,,,,,,,,,,,http://influencemap.org/company/Shree-Cement,Climate Change
206,170560,done,Taiheiyo Cement Corporation,,,,,,,,,,,http://influencemap.org/company/Taiheiyo-Cement-Corporation,Climate Change
207,170658,done,UltraTech Cement,,,,,,,,,,,http://influencemap.org/company/Ultratech-Cement,Climate Change
208,174900,done,Holcim,,,,,,,,,,,http://influencemap.org/company/Holcim-17cf3ced32d9274a9a4ecd36e863c77a,Climate Change
209,175159,done,H & M,,,,,,,,,,,http://influencemap.org/company/H-M,Climate Change
210,177802,done,Evraz PLC,,,,,,,,,,,http://influencemap.org/company/Evraz-PLC-5b152db3c1b09178c1ea9949c2cac5e2,Climate Change
211,177900,done,United States Steel Corporation,,,,,,,,,,,http://influencemap.org/company/United-States-Steel-Corporation-c570c816236df5368be1860361aacb6d,Climate Change
212,177998,done,ThyssenKrupp AG,,,,,,,,,,,http://influencemap.org/company/ThyssenKrupp-AG-6c77b30b2b24882711908942480fd700,Climate Change
213,178096,done,JSW Steel,,,,,,,,,,,http://influencemap.org/company/JSW-Steel-cea3c0e78c79c6b2a32a129a9e033d8e,Climate Change
214,178194,done,Tata Steel,,,,,,,,,,,http://influencemap.org/company/Tata-Steel-6123b3619ba4066ddf062d76229667ff,Climate Change
215,178292,done,China Steel,,,,,,,,,,,http://influencemap.org/company/China-Steel-f7cbf9de9c8135e3cb60d5733a207898,Climate Change
216,178390,done,"Kobe Steel., Ltd.",,,,,,,,,,,http://influencemap.org/company/Kobe-Steel-Ltd-f53a69ef363781f34e41e5c6bf7735b4,"Climate Change, Energy Strategy"
217,178488,done,Hyundai Steel Co,,,,,,,,,,,http://influencemap.org/company/Hyundai-Steel-Co-7189f1a8931de0f8575437144e01a598,Climate Change
218,178586,done,Companhia Siderúrgica Nacional,,,,,,,,,,,http://influencemap.org/company/Cia-Siderurgica-Nacional-CSN-5e22bca0b6026a7dcdc9365bbe2fd54d,Climate Change
219,178684,done,SSAB,,,,,,,,,,,http://influencemap.org/company/SSAB-b4ccd7360e7b3723f491396145031ba1,Climate Change
220,185443,done,Petrobras,,,,,,,,,,,http://influencemap.org/company/Petrobras-cfbb83e866a19cb4f6348146333a07b4,"Oil and Gas Sector Analysis, Climate Change"
221,187099,done,IKEA,,,,,,,,,,,http://influencemap.org/company/IKEA-515bbf8f9ff5745b26552bae605228f2,Climate Change
222,230316,done,Ecocem,,,,,,,,,,,http://influencemap.org/company/Ecocem-115fd4ff53482df64df017428bb3c825,"Climate Change, Cement Sector Analysis"
223,235840,done,Nucor Corporation,,,,,,,,,,,http://influencemap.org/company/Nucor-873d75a67d55fd77b9d191c9ec3d6f46,Climate Change
224,235938,done,Voestalpine,,,,,,,,,,,http://influencemap.org/company/Voestalpine-de14e707053b3ef0386a26bcbb77068d,Climate Change
225,237707,done,Korea Electric Power Corporation (KEPCO),,,,,,,,,,,http://influencemap.org/company/Kepco-0e2e5c15ae956a5fcdfb71b31682baaf,Climate Change
226,237805,done,CLP Holdings,,,,,,,,,,,http://influencemap.org/company/CLP-Holdings-733fde25181547a0a9ce6733c6d1bf72,Climate Change
227,237903,done,Consolidated Edison,https://investor.conedison.com/rss/news-releases.xml,,,,,,,div,class,ccbnNewsArticleText,http://influencemap.org/company/Cons-Edison-Holding-b1692b383409df9a028581d0a42c1290,Climate Change
228,238001,done,Cheung Kong Infrastructure Holdings,,,,,,,,,,,http://influencemap.org/company/Cheung-Kong-Infrastructure-Holdings-1840f83230a4e3c8bc39659e2ecaa14c,Climate Change
229,238099,done,XCEL Energy,,,,,,,,,,,http://influencemap.org/company/XCEL-Energy-15fe8dadaef42488940ca6e444910afb,Climate Change
230,238197,done,European Investment Bureau (EEB),,,,,,,,,,,http://influencemap.org/company/-293cf8e9dff932cc383c0ab38430ba50,
231,240421,done,Centrica,,,,,,,,,,,http://influencemap.org/company/Centrica-b4d9224099679858f87f66a8e49de44a,"Climate Change, UK Power Sector"
232,240519,done,Verbund,,,,,,,,,,,http://influencemap.org/company/Verbund-ad2bb27cebe17edf31f8fcafc90a9248,Climate Change
233,240617,done,EDP,,,,,,,,,,,http://influencemap.org/company/EDP-b50cfcb64cc1b10b306261fd09711d2e,Climate Change
234,240715,done,Fortum,,,,,,,,,,,http://influencemap.org/company/Fortum-b6b682169937bda28a9deeaa1c445ac6,Climate Change
235,240813,done,Endesa,,,,,,,,,,,http://influencemap.org/company/Endesa-d44479eb30b8a99123c32c847ffd97f6,Climate Change
236,240911,done,SSE,,,,,,,,,,,http://influencemap.org/company/SSE-18c5ea10186d5866341487dfe0a8d872,"Climate Change, UK Power Sector"
237,241009,done,EnBW,,,,,,,,,,,http://influencemap.org/company/EnBW-5c3c54a7141245877dee5fc061e8c065,Climate Change
238,241107,done,CEZ,https://www.cez.cz/rss/en/pressreleases.xml,,,,,,,article,class,article__content,http://influencemap.org/company/CEZ-0557406667710e301a806961fd696675,Climate Change
239,243891,done,Ernst & Young,,,,,,,,,,,http://influencemap.org/company/Ernst-and-Young-2d16bc239a7baea3a49d701c829c8e59,"Climate Change, Subsidies, Subsidies"
240,248028,done,Volvo Group,https://www.volvogroup.com/en-en/news-and-media.feed.html,,,,,,,div,class,main-content container,http://influencemap.org/company/Volvo-Group-e9eeb1935c20febdd72d8e76e1bdd58c,Climate Change
241,248126,done,Atlas Copco,,,,,,,,,,,http://influencemap.org/company/Atlas-Copco-ab1f61ac0a74e7e9e3db8130720bb7d3,Climate Change
242,249363,done,PwC,http://feeds.feedburner.com/GlobalPressRoom,,,,,,,div,class,text-component,http://influencemap.org/influencer/PwC-204bbc80e157e1f37d53f7831e04483f,Subsidies
243,249528,done,Deloitte,,,,,,,,,,,http://influencemap.org/influencer/Deloitte-3a78e2470e66681e7c3d91640bb48e19,Subsidies
244,256470,done,Rosneft,https://www.rosneft.com/press/news/rss/,,,,,,,div,class,common-text,http://influencemap.org/company/Rosneft-bd5a8d50bc92140b60f33015bc96b8d0,Climate Change
245,256568,done,Subaru,https://www.subaru.co.jp/press/news-en/feed/,,,,,,,div,id,text,http://influencemap.org/company/Fuji-Heavy-Industries-3e2d7e8ec6efefbb5523bcc0107afcef,"Climate Change, Energy Strategy"
246,263937,,ANA Holdings,,,,,,,,,,,http://influencemap.org/company/ANA-Holdings-71cec5b92833fe30cdc3f634efd3868f,Energy Strategy
247,263938,,Kawasaki Kisen Kaisha (K Line),,,,,,,,,,,http://influencemap.org/company/Kawasaki-Kisen-Kaisha-K-Line-7b1464c05b394d05e87c45273d59f840,Energy Strategy
248,263939,,Mitsui OSK Lines,,,,,,,,,,,http://influencemap.org/company/Mitsui-OSK-Lines-d3280ba92638243c6042dd3813d2de38,"Energy Strategy, Shipping Sector Analysis"
249,263940,,Nippon Express,,,,,,,,,,,http://influencemap.org/company/Nippon-Express-619b9b367b07d9578ef8c39924d0f1ad,Energy Strategy
250,263941,,Nippon Yusen KK,,,,,,,,,,,http://influencemap.org/company/Nippon-Yusen-KK-64f8bd1d99d761be9883740636332ed7,Energy Strategy
251,263942,,Yamato Holdings,,,,,,,,,,,http://influencemap.org/company/Yamato-Holdings-b89460542f4668e48ce326c3d784ceb9,Energy Strategy
252,263943,,Bridgestone,,,,,,,,,,,http://influencemap.org/company/Bridgestone-50c738a4a5f57a2ec35f4cea9d1796ce,Energy Strategy
253,263944,,Denso,,,,,,,,,,,http://influencemap.org/company/Denso-7d7a158212d386311ee76363029124f1,"Cement Sector Analysis, Energy Strategy"
254,263945,,Hino Motors,,,,,,,,,,,http://influencemap.org/company/Hino-Motors-a169cb89e22dcf4f361ded0f34af25da,Energy Strategy
255,263946,,Isuzu Motors,,,,,,,,,,,http://influencemap.org/company/Isuzu-Motors-f39cdfd0be5b4f768992d739a6e86121,Energy Strategy
256,263947,,Mitsubishi Motors Corp,,,,,,,,,,,http://influencemap.org/company/Mitsubishi-Motors-Corp-ebb742d5c1da153d06bfe13320bd1f00,"Energy Strategy, Energy Strategy, Energy Strategy"
257,263948,,Sumitomo Electric,,,,,,,,,,,http://influencemap.org/company/Sumitomo-Electric-2584af12aeaab651aa794b6eac9be77d,Energy Strategy
258,263949,,Yamaha Motor,,,,,,,,,,,http://influencemap.org/company/Yamaha-Motor-87336f3583a9fd20719dca6088f9c126,Energy Strategy
259,263950,,Dai Nippon Printing,,,,,,,,,,,http://influencemap.org/company/Dai-Nippon-Printing-1b01ec8cdbfd4306adb01d461bd1c728,Energy Strategy
260,263951,,Daiwa House Industry,,,,,,,,,,,http://influencemap.org/company/Daiwa-House-Industry-19e64f68c0b5ddbb9fca218de076ad36,"Energy Strategy, Energy Strategy, Energy Strategy"
261,263952,,Itochu,,,,,,,,,,,http://influencemap.org/company/Itochu-351494210972da56565b21e05b8b90e6,"Energy Strategy, Energy Strategy"
262,263953,,Kajima,,,,,,,,,,,http://influencemap.org/company/Kajima-b47a1ac536cbea25532533620f549acb,Energy Strategy
263,263954,,Marubeni,,,,,,,,,,,http://influencemap.org/company/Marubeni-f72e29146d7ba4936cfe0df7d155f54e,Energy Strategy
264,263955,,Mitsui Fudosan,,,,,,,,,,,http://influencemap.org/company/Mitsui-Fudosan-f7bd5c3026b71a14be9f69e9afd43f01,Energy Strategy
265,263956,,Obayashi,,,,,,,,,,,http://influencemap.org/company/Obayashi-bcd49a4f41507e6fe07bdaa644c2a587,Energy Strategy
266,263957,,Sekisui House,,,,,,,,,,,http://influencemap.org/company/Sekisui-House-6ccebe41c372a48805f5941d4441ae3c,Energy Strategy
267,263958,,Shimizu,,,,,,,,,,,http://influencemap.org/company/Shimizu-852e57e88fd85de8696d8047424200ff,"Energy Strategy, Climate Change"
268,263959,,Sumitomo Corp,,,,,,,,,,,http://influencemap.org/company/Sumitomo-Corp-b111e1ae1253813ea9f46ceaf8b0e2a7,Energy Strategy
269,263960,,Taisei Corp,,,,,,,,,,,http://influencemap.org/company/Taisei-Corp-1499c0747bab6eecf9108afc39fc0d11,Energy Strategy
270,263961,,Toppan Printing,,,,,,,,,,,http://influencemap.org/company/Toppan-Printing-531c76789081c20833d7c48e925f207e,Energy Strategy
271,263962,,Toyota Tsusho,,,,,,,,,,,http://influencemap.org/company/Toyota-Tsusho-b8b0edabb1d023af984d5ee72bb67611,Energy Strategy
272,263963,,Asahi Group Holdings,,,,,,,,,,,http://influencemap.org/company/Asahi-Group-Holdings-926007a611d2e934e9951d6e454481e4,Energy Strategy
273,263964,,Japan Tobacco,,,,,,,,,,,http://influencemap.org/company/Japan-Tobacco-cb79092c2046d38219556c445606a766,Energy Strategy
274,263965,,Kao,,,,,,,,,,,http://influencemap.org/company/Kao-0245144676df57eda662e82f41022fd3,Energy Strategy
275,263966,,ENEOS Holdings (formerly JX Holdings Inc),,,,,,,,,,,http://influencemap.org/company/JX-Holdings-8265ac9d61c07ebb304baaf892acac65,"Energy Strategy, Climate Change, Climate Change"
276,263967,,Osaka Gas,,,,,,,,,,,http://influencemap.org/company/Osaka-Gas-af7e2ff1d4af430431c4bea76444a367,Energy Strategy
277,263968,,Showa Shell Sekiyu,,,,,,,,,,,http://influencemap.org/company/Showa-Shell-Sekiyu-7f6cdef437e9d0f85f93a80400d2eacc,Energy Strategy
278,263969,,Dai-ichi Life Holdings,,,,,,,,,,,http://influencemap.org/company/Dai-ichi-Life-Holdings-f9a6cbb9bcda565c416dd69e1d8ec0bb,Energy Strategy
279,263970,,Mitsubishi UFJ Financial Group,,,,,,,,,,,http://influencemap.org/company/Mitsubishi-UFJ-Financial-Group-4d0f732832f01cf3d2a97585f50017ab,"Energy Strategy, Finance and Climate, Engagement Analysis"
280,263971,,Mizuho Financial Group,,,,,,,,,,,http://influencemap.org/company/Mizuho-Financial-Group-92f5756dc8d48a91c6f6b4cdb26a0580,"Energy Strategy, Finance and Climate, Engagement Analysis"
281,263972,,MS&AD Insurance Group Holdings,,,,,,,,,,,http://influencemap.org/company/MS-AD-Insurance-Group-Holdings-a7636273bec87c65929638858d55ad42,Energy Strategy
282,263973,,Nomura Holdings,,,,,,,,,,,http://influencemap.org/company/Nomura-Holdings-de42eb38fa8eb308af6a7f13579a62e6,Energy Strategy
283,263974,,SOMPO Holdings,,,,,,,,,,,http://influencemap.org/company/SOMPO-Holdings-b1a1f6a895635acb2020ed730891e82b,Energy Strategy
284,263975,,Sumitomo Mitsui Financial Group,,,,,,,,,,,http://influencemap.org/company/Sumitomo-Mitsui-Financial-Group-b775f438207269c92f6f1a09b3a15726,"Energy Strategy, Finance and Climate, Engagement Analysis"
285,263976,,T&D Holdings,,,,,,,,,,,http://influencemap.org/company/T-D-Holdings-fbc74e4c42ca095d517bd02ab163f00d,
286,263977,,Tokio Marine Holdings,,,,,,,,,,,http://influencemap.org/company/Tokio-Marine-Holdings-618a593ef91a93c531841c01e9165676,Energy Strategy
287,263978,,Astellas Pharma,,,,,,,,,,,http://influencemap.org/company/Astellas-Pharma-052c2071ee10ea34aee514868def8e1f,Energy Strategy
288,263979,,Kirin Holdings,,,,,,,,,,,http://influencemap.org/company/Kirin-Holdings-cd3cf37ca8e3fabe55352c92813cc9cf,Energy Strategy
289,263980,,Takeda Pharmaceutical,,,,,,,,,,,http://influencemap.org/company/Takeda-Pharmaceutical-8210d41e8deb026ae0c0084189042e19,"Cement Sector Analysis, Energy Strategy"
290,263981,,Central Japan Railway,,,,,,,,,,,http://influencemap.org/company/Central-Japan-Railway-7f29450d9993300eff5912565d9708f6,Energy Strategy
291,263982,,East Japan Railway Company,,,,,,,,,,,http://influencemap.org/company/East-Japan-Railway-Company-a5a21caddee38eff9a17aee32fe9a363,"Energy Strategy, Energy Strategy"
292,263983,,IHI,,,,,,,,,,,http://influencemap.org/company/IHI-7b1a4e2b700e4db65128bbbfab56e449,Energy Strategy
293,263984,,Jtekt,,,,,,,,,,,http://influencemap.org/company/Jtekt-d3afa2910fa7955cd52084b4dce69666,Energy Strategy
294,263985,,Kawasaki Heavy Industries,,,,,,,,,,,http://influencemap.org/company/Kawasaki-Heavy-Industries-3c743eab683171960d1df0e8cd4fca86,Energy Strategy
295,263986,,Komatsu,,,,,,,,,,,http://influencemap.org/company/Komatsu-e322b5fe4632d7868fa7ce09596dff2c,"Cement Sector Analysis, Energy Strategy"
296,263987,,Kubota,,,,,,,,,,,http://influencemap.org/company/Kubota-09737f4081ec572e7d2fc8d857dca98f,Energy Strategy
297,263988,,Kyocera,,,,,,,,,,,http://influencemap.org/company/Kyocera-1220306837ca03faef5183f1f90245cd,Energy Strategy
298,263989,,Mitsubishi Electric,,,,,,,,,,,http://influencemap.org/company/Mitsubishi-Electric-71ce31496eb6baf47b7a880b969cb020,Energy Strategy
299,263990,,Mitsubishi Heavy Industries,,,,,,,,,,,http://influencemap.org/company/Mitsubishi-Heavy-Industries-1d353c9a6757d314931ba4b7f0706a88,"Energy Strategy, Climate Change"
300,263991,,Sojitz,,,,,,,,,,,http://influencemap.org/company/Sojitz-35271ebedb0d2f8ff80b10c24820e864,Energy Strategy
301,263992,,West Japan Railway,,,,,,,,,,,http://influencemap.org/company/West-Japan-Railway-a69ae91c37ed97381a46cf38177f6f17,Energy Strategy
302,263993,,Canon,,,,,,,,,,,http://influencemap.org/company/Canon-7dc00c1f729fd2cd44571f3fed7af5b0,Energy Strategy
303,263994,,Fujifilm Holdings,,,,,,,,,,,http://influencemap.org/company/Fujifilm-Holdings-a20b68ae59372af740c47549fbbb9e18,Energy Strategy
304,263995,,Fujitsu,,,,,,,,,,,http://influencemap.org/company/Fujitsu-5553910a8a935aa900141b52774d670e,"Energy Strategy, Climate Change"
305,263996,,NEC,,,,,,,,,,,http://influencemap.org/company/NEC-78abdfb421e531234af94259def1eb49,"Energy Strategy, Energy Strategy, Energy Strategy"
306,263997,,NTT Data,,,,,,,,,,,http://influencemap.org/company/NTT-Data-e12c96247e65899023a54c06ef3ef0e1,Energy Strategy
307,263998,,Panasonic,,,,,,,,,,,http://influencemap.org/company/Panasonic-8f09a02061befec7c7ed37b4ec8671b7,"Energy Strategy, Climate Change, Climate Change"
308,263999,,Ricoh,,,,,,,,,,,http://influencemap.org/company/Ricoh-d5f926de61525ab947b52453196b08bc,"Energy Strategy, Climate Change"
309,264000,,Sony,,,,,,,,,,,http://influencemap.org/company/Sony-55865d4c8c0de94cc26d340929cbf05f,"Energy Strategy, Climate Change"
310,264001,,Sony Financial Holdings,,,,,,,,,,,http://influencemap.org/company/Sony-Financial-Holdings-5f9ad339d516820ccab972c7cd38d3be,Energy Strategy
311,264002,,Toshiba,,,,,,,,,,,http://influencemap.org/company/Toshiba-d6746bab6535e893ab1b1c11e938b04f,Energy Strategy
312,264003,,Asahi Glass,,,,,,,,,,,http://influencemap.org/company/Asahi-Glass-56b1d1e9fae2e948a1aaa1435cae5e1c,Energy Strategy
313,264004,,Daikin Industries,,,,,,,,,,,http://influencemap.org/company/Daikin-Industries-c399bb6a6c5eafb712e1d8915111f067,"Energy Strategy, Climate Change, Climate Change"
314,264005,,Mitsubishi Materials,,,,,,,,,,,http://influencemap.org/company/Mitsubishi-Materials-6538054109acaea3c99f092bc1f50ada,Energy Strategy
315,264006,,Oji Holdings,,,,,,,,,,,http://influencemap.org/company/Oji-Holdings-0458dc4815da8930dec07e37e56ca7e8,Energy Strategy
316,264007,,Aeon,,,,,,,,,,,http://influencemap.org/company/Aeon-c108dcb7adace65c9ac9a6b0bcfb558c,"Cement Sector Analysis, Energy Strategy"
317,264008,,Fast Retailing,,,,,,,,,,,http://influencemap.org/company/Fast-Retailing-7d559ed92d6fb085eb90cd50c778abd4,Energy Strategy
318,264009,,Isetan Mitsukoshi Holdings,,,,,,,,,,,http://influencemap.org/company/Isetan-Mitsukoshi-Holdings-9712b9fc6327d7a9e2814d2cfd137feb,Energy Strategy
319,264010,,Seven & I Holdings,,,,,,,,,,,http://influencemap.org/company/Seven-I-Holdings-42b5b888d984a888e0693d5728c4744c,Energy Strategy
320,264011,,KDDI,,,,,,,,,,,http://influencemap.org/company/KDDI-31d2e6195cc72b9eb5110f42edb26e11,Energy Strategy
321,264012,,NTT Docomo,,,,,,,,,,,http://influencemap.org/company/NTT-Docomo-e2714f559d75b5b16780091bbb56e37b,Energy Strategy
322,264013,,Chubu Electric Power,,,,,,,,,,,http://influencemap.org/company/Chubu-Electric-Power-10862bccbb611e0a02794f2ee6199d10,Energy Strategy
323,264014,,Kansai Electric Power,,,,,,,,,,,http://influencemap.org/company/Kansai-Electric-Power-2f300e0b857c119ca64132b3a0e4f2d1,Energy Strategy
324,264015,,Tokyo Electric Power Company (TEPCO),,,,,,,,,,,http://influencemap.org/company/Tokyo-Electric-Power-1ca3d7fc72e0cf59203b39b9829b0728,"Energy Strategy, Climate Change"
325,264016,,Tokyo Gas,,,,,,,,,,,http://influencemap.org/company/Tokyo-Gas-1a6f2c1f57a7e761e174cd059fc54034,Energy Strategy
326,266738,,Covestro,,,,,,,,,,,http://influencemap.org/company/Convestro-9cfd05ab3bc4f60028fa21b7094a3bc4,Climate Change
327,269628,,South32,,,,,,,,,,,http://influencemap.org/company/South-32-62081f846e228e3e38b0053cc58fd4e0,Climate Change
328,284091,,Boliden,,,,,,,,,,,http://influencemap.org/company/Boliden-66aa64b88a5d33f7533e7106bcceaf7f,Climate Change
329,284489,,NH Foods,,,,,,,,,,,http://influencemap.org/company/NH-Foods-3f65bb85d23e38a6831e15fb577c790d,Energy Strategy
330,287822,,Amazon,,,,,,,,,,,http://influencemap.org/company/Amazon-6ef39ea5f5d349615d709268befdb436,Climate Change
